_id,country,market_name,mic,operating_mic,website
642b0b8c87b340e987cb67f8,DE,LLOYDS BANK CORPORATE MARKETS WERTPAPIERHANDELSBANK GMBH - SYSTEMATIC INTERNALISER,LBCW,LBCW,WWW.LLOYDSBANK.COM
642b0b8c87b340e987cb6836,US,VIRTU CLIENT MARKET MAKING,VALX,VUSA,WWW.VIRTU.COM
642b0b8c87b340e987cb6871,ES,A AND G BANCA PRIVADA SAU,AGBP,AGBP,WWW.ABANCA.COM
642b0b8c87b340e987cb68ba,CZ,"ČESKOSLOVENSKÁ OBCHODNÍ BANKA, A.S. - SYSTEMATIC INTERNALISER",CESI,CSOB,WWW.CSOB.CZ
642b0b8c87b340e987cb68f5,NL,EBS MTF,EBSN,EBSN,WWW.NEX.COM
642b0b8c87b340e987cb6974,NL,TRADECHO EU APA,ECEU,ECEU,WWW.TRADECHO.COM
642b0b8c87b340e987cb69a3,FR,TP ICAP EU - MTF - ORDERBOOK,TPIO,TPIC,WWW.TPICAP.COM
642b0b8c87b340e987cb69d2,FR,TP ICAP EU - MTF,TPIC,TPIC,WWW.TPICAP.COM
642b0b8c87b340e987cb6a0d,US,XTRD,XTRD,XTRD,HTTPS://XTRD.IO
642b0b8d87b340e987cb6a43,FR,BOFA SECURITIES EUROPE,MLEX,MLEX,WWW.BOFAML.COM
642b0b8d87b340e987cb6a7c,FR,BOFA SECURITIES EUROPE - RFQ - SYSTEMATIC INTERNALISER,MLER,MLEX,WWW.BOFAML.COM
642b0b8d87b340e987cb6ac4,FR,BOFA SECURITIES EUROPE - SYSTEMATIC INTERNALISER,MLES,MLEX,WWW.BOFAML.COM
642b0b8d87b340e987cb6b10,GB,MERRILL LYNCH INTERNATIONAL BANK DESIGNATED ACTIVITY COMPANY,MLIB,MLIB,WWW.BOFAML.COM/EMEA
642b0b8d87b340e987cb6b57,DK,FIRST NORTH DENMARK -SME GROWTH MARKET,DSME,XCSE,WWW.NASDAQOMXNORDIC.COM
642b0b8d87b340e987cb6ba3,FI,FIRST NORTH FINLAND - SME GROWTH MARKET,FSME,XHEL,WWW.NASDAQOMXNORDIC.COM
642b0b8d87b340e987cb6bd7,US,NASDAQ FIXED INCOME TRADING,XNFI,XNAS,WWW.NASDAQ.COM
642b0b8d87b340e987cb6c16,US,NASDAQ OMX ESPEED,ESPD,XNAS,WWW.NASDAQOMX.COM
642b0b8d87b340e987cb6c51,SE,FIRST NORTH SWEDEN - SME GROWTH MARKET,SSME,XSTO,NASDAQOMXNORDIC.COM
642b0b8d87b340e987cb6c9a,CY,ATHLOS CAPITAL INVESTMENT SERVICES LTD - SYSTEMATIC INTERNALISER,ATHL,ATHL,WWW.ATHLOSCAPITAL.COM
642b0b8d87b340e987cb6cce,CY,BROKERCREDITSERVICE (CYPRUS) LIMITED - SYSTEMATIC INTERNALISER,BCSC,BCSC,WWW.BCSCYPRUS.COM
642b0b8d87b340e987cb6d45,CY,CREDIT FINANCIER INVEST (CFI) LTD,CFIF,CFIF,WWW.CFIFINANCIAL.COM.CY
642b0b8d87b340e987cb6d72,DE,JEFFERIES EUROPE - SYSTEMATIC INTERNALISER,JESI,JEFE,WWW.JEFFERIES.COM
642b0b8d87b340e987cb6dad,DE,JEFFERIES EUROPE,JEFE,JEFE,WWW.JEFFERIES.COM
642b0b8d87b340e987cb6ddb,GB,"MIZUHO BANK, LTD. LONDON BRANCH - SYSTEMATIC INTERNALISER",MHBL,MHBL,WWW.MIZUHO-EMEA.COM
642b0b8e87b340e987cb6e28,FR,NOW CP - NEU CP,NOWX,NOWX,WWW.NOWCP.EU
642b0b8e87b340e987cb6e63,PL,BANK POLSKA KASA OPIEKI S.A. - SYSTEMATIC INTERNALISER,PKOP,PKOP,WWW.PEKAO.COM.PL
642b0b8e87b340e987cb6e9d,US,VIRTU MATCHIT - CONDITIONAL ROOM,VCRS,VUSA,WWW.VIRTU.COM
642b0b8e87b340e987cb6eda,US,VIRTU AMERICAS LLC,VUSA,VUSA,WWW.VIRTU.COM
642b0b8e87b340e987cb6f29,US,VIRTU MATCHIT - MAIN CROSSING SESSION,VFMI,VUSA,WWW.VIRTU.COM
642b0b8e87b340e987cb6f68,ES,ABANCA,ABAN,ABAN,WWW.ABANCA.COM
642b0b8e87b340e987cb6fa2,RO,BRD - GROUPE SOCIETE GENERALE S.A. - SYSTEMATIC INTERNALISER,BRDS,BRDE,WWW.BRD.RO
642b0b8e87b340e987cb6fd0,IE,EQUILEND LIMITED,EQIE,EQIE,WWW.EQUILEND.COM
642b0b8e87b340e987cb7011,GB,EQUILEND EUROPE LIMITED,EQLD,EQLD,WWW.EQUILEND.COM
642b0b8e87b340e987cb7055,CY,GPB-FINANCIAL SERVICES LTD - SYSTEMATIC INTERNALISER,GPBC,GPBC,WWW.GPBFS.COM.CY
642b0b8e87b340e987cb7090,RU,MOSCOW EXCHANGE - DERIVATIVES MARKET,RTSX,MISX,WWW.MOEX.COM
642b0b8e87b340e987cb70f3,NL,OHV OTF,OHVO,OHVO,WWW.OHV.NL
642b0b8e87b340e987cb711f,DE,RBC CAPITAL MARKETS (EUROPE) GMBH,RBCG,RBCG,WWW.RBC.COM
642b0b8e87b340e987cb7151,IE,REFINITIV MTF,RMTF,RMTF,WWW.REFINITIV.COM
642b0b8e87b340e987cb718c,AT,UNICREDIT BANK AUSTRIA AG,UCBA,UCBA,WWW.BANKAUSTRIA.AT
642b0b8f87b340e987cb71d3,DE,UNICREDIT BANK AG - SYSTEMATIC INTERNALISER,UCDE,UCDE,WWW.HYPOVEREINSBANK.DE
642b0b8f87b340e987cb7205,IT,UNICREDIT SPA - SYSTEMATIC INTERNALISER,UCIT,UCIT,WWW.UNICREDIT.IT
642b0b8f87b340e987cb7241,GB,BRYAN GARNIER AND CO LIMITED,BRGA,BRGA,WWW.BRYANGARNIER.COM
642b0b8f87b340e987cb7278,FI,NORDEA - SYSTEMATIC INTERNALISER,XNOR,XNOR,WWW.NORDEA.COM
642b0b8f87b340e987cb72c2,NL,NXCHANGE B.V. MTF,XNXD,XNXC,WWW.NXCHANGE.COM
642b0b8f87b340e987cb7304,ES,BANCA MARCH S.A. - SYSTEMATIC INTERNALISER,BCMA,BCMA,WWW.BANCAMARCH.ES
642b0b8f87b340e987cb7330,CZ,"ČESKOSLOVENSKÁ OBCHODNÍ BANKA, A.S.",CSOB,CSOB,WWW.CSOB.CZ
642b0b8f87b340e987cb7354,IE,CURRENEX IRELAND MTF - RFQ,ICXR,ICUR,WWW.CURRENEXMTF.COM/OUR-OFFERING
642b0b8f87b340e987cb7398,IE,CURRENEX IRELAND MTF,ICUR,ICUR,WWW.CURRENEXMTF.COM/OUR-OFFERING
642b0b8f87b340e987cb73cf,IE,FX CONNECT IRELAND MTF,IFXC,IFXC,WWW.FXCONNECTMTF.COM/OUR-SERVICES
642b0b8f87b340e987cb7404,IE,FX CONNECT IRELAND MTF - ALLOCATIONS,IFXA,IFXC,WWW.FXCONNECTMTF.COM/OUR-SERVICES
642b0b8f87b340e987cb7454,IE,FX CONNECT IRELAND MTF - RFQ,IFXR,IFXC,WWW.FXCONNECTMTF.COM/OUR-SERVICES
642b0b8f87b340e987cb747a,NL,MUFG SECURITIES (EUROPE) N.V -,MUSN,MUSN,WWW.MUFGEMEA.COM
642b0b8f87b340e987cb74b5,GB,SPREADEX,SPDX,SPDX,WWW.SPREADEX.COM
642b0b8f87b340e987cb74e3,DE,MORGAN STANLEY EUROPE S.E. - SYSTEMATIC INTERNALISER,MESI,MSEU,WWW.MORGANSTANLEY.COM
642b0b9087b340e987cb7529,NL,NIBC - SYSTEMIC INTERNALISER,NIBC,NIBC,WWW.NIBC.COM
642b0b9087b340e987cb7556,UA,UKRAINIAN INTERBANK CURRENCY EXCHANGE,UICE,UICE,WWW.UICEGROUP.COM
642b0b9087b340e987cb7599,UA,PJSC NATIONAL DEPOSITORY OF UKRAINE,XNDU,XNDU,WWW.CSD.UA
642b0b9087b340e987cb75df,SE,NASDAQ STOCKHOLM AB - GBP WB EQ DERIVATIVES,GBWB,XSTO,WWW.NASDAQOMXNORDIC.COM
642b0b9087b340e987cb7631,GB,ENTERPRISE COMMODITY SERVICES LIMITED,ECSL,ECSL,WWW.ENTERPRISECOMMODITY.COM
642b0b9087b340e987cb7675,FR,MORGAN STANLEY MTF - CONTINUOUS CROSS DARK,MSCX,MSAX,WWW.MORGANSTANLEY.COM
642b0b9087b340e987cb76aa,FR,MORGAN STANLEY MTF - PERIODIC AUCTION,MSAX,MSAX,WWW.MORGANSTANLEY.COM
642b0b9087b340e987cb76db,FR,MORGAN STANLEY MTF - NEGOTIATED TRADE,MSNT,MSAX,WWW.MORGANSTANLEY.COM
642b0b9087b340e987cb770d,DE,MORGAN STANLEY EUROPE S.E.,MSEU,MSEU,WWW.MORGANSTANLEY.COM
642b0b9087b340e987cb7741,GB,TULLETT PREBON - INSTITUTIONAL SERVICES - OTF,TPIS,TPIS,WWW.TPICAP.COM
642b0b9087b340e987cb7769,RO,BRD - GROUPE SOCIETE GENERALE S.A. - LIQUIDITY PROVIDER,BRDL,BRDE,WWW.BRD.RO
642b0b9087b340e987cb77ca,RO,BRD - GROUPE SOCIETE GENERALE S.A.,BRDE,BRDE,WWW.BRD.RO
642b0b9087b340e987cb77ec,GB,CANADIAN IMPERIAL BANK OF COMMERCE - SYSTEMATIC INTERNALISER,CIBC,CIBC,WWW.CIBCWM.COM
642b0b9087b340e987cb780f,GB,CIBC WORLD MARKETS PLC - SYSTEMATIC INTERNALISER,CIBP,CIBP,WWW.CIBCWM.COM
642b0b9087b340e987cb7844,CZ,42 FINANCIAL SERVICES - MTF,FTFM,FTFS,WWW.42FS.COM
642b0b9187b340e987cb786b,CZ,42 FINANCIAL SERVICES,FTFS,FTFS,WWW.42FS.COM
642b0b9187b340e987cb7895,ES,CAIXABANK - SYSTEMATIC INTERNALISER,CABK,CABK,WWW.CAIXABANK.COM
642b0b9187b340e987cb78c1,NL,CBOE EUROPE - REGULATED MARKET DARK BOOK (NL),BARU,CCRM,HTTP://MARKETS.CBOE.COM/EUROPE/EQUITIES/ABOUT/
642b0b9187b340e987cb78ff,NL,CBOE EUROPE - REGULATED MARKET OFF BOOK (NL),BEUO,CCRM,HTTP://MARKETS.CBOE.COM/EUROPE/EQUITIES/ABOUT/
642b0b9187b340e987cb7934,NL,CBOE EUROPE - REGULATED MARKET INTEGRATED BOOK (NL),BEUT,CCRM,HTTP://MARKETS.CBOE.COM/EUROPE/EQUITIES/ABOUT/
642b0b9187b340e987cb797a,NL,CBOE EUROPE REGULATED MARKETS (NL),CCRM,CCRM,HTTP://MARKETS.CBOE.COM/EUROPE/EQUITIES/ABOUT/
642b0b9187b340e987cb79a5,NL,CBOE EUROPE - APA (NL),CAPA,CCXE,WWW.CBOE.COM/EUROPE/EQUITIES/
642b0b9187b340e987cb79cc,NL,CBOE EUROPE - LIS SERVICE (NL),LISZ,CCXE,WWW.CBOE.COM/EUROPE/EQUITIES/
642b0b9187b340e987cb79fa,NL,CBOE EUROPE EQUITIES - EUROPEAN EQUITIES (NL),CCXE,CCXE,WWW.CBOE.COM/EUROPE/EQUITIES/
642b0b9187b340e987cb7a2e,DE,DEKABANK DEUTSCHE GIROZENTRALE,DEKA,DEKA,WWW.DEKA.DE
642b0b9187b340e987cb7a6e,US,INTERACTIVE BROKERS LLC - ATS,IATS,IATS,WWW.INTERACTIVEBROKERS.COM
642b0b9187b340e987cb7aa2,FR,ICAP EU - OTF,ICOT,ICOT,WWW.TPICAP.COM
642b0b9187b340e987cb7ac7,GB,IPSX PRIME,IPXP,IPSX,WWW.IPSX.COM
642b0b9187b340e987cb7b10,GB,ICBC STANDARD BANK - SYSTEMATIC INTERNALISER,ISSI,ISSI,WWW.ICBCSTANDARDBANK.COM
642b0b9187b340e987cb7b33,DK,DEN JYSKE SPAREKASSE - SYSTEMATIC INTERNALISER,JYSI,JYSI,WWW.DJS.DK
642b0b9187b340e987cb7b5f,NL,NATWEST MARKETS NV,NWNV,NWNV,WWW.RBS.COM
642b0b9187b340e987cb7b93,HU,OTP BANK NYRT - SYSTEMATIC INTERNALISER,OTPB,OTPB,WWW.OTPBANK.HU
642b0b9287b340e987cb7bc5,HU,RAIFFEISEN BANK (HUNGARY) - SYSTEMATIC INTERNALISER,RBHU,RBHU,WWW.RAIFFEISEN.HU
642b0b9287b340e987cb7beb,CY,RENAISSANCE SECURITIES (CYPRUS) LIMITED,RENC,RENC,WWW.RENCAP.COM
642b0b9287b340e987cb7c23,FR,TULLETT PREBON EU OTF,TPEU,TPEU,WWW.TPICAP.COM
642b0b9287b340e987cb7c5a,GB,WELLS FARGO SECURITIES INTERNATIONAL,WSIL,WSIL,WWW.WELLSFARGO.COM
642b0b9287b340e987cb7c87,PL,ING BANK SLASKI SA - SYSTEMATIC INTERNALISER,INGW,INGW,WWW.INGBANK.PL
642b0b9287b340e987cb7cd3,GB,MAKOR SECURITIES LONDON LTD,MAKX,MAKX,WWW.MAKOR-CAPITAL.COM
642b0b9287b340e987cb7d01,GB,WESTPAC BANKING CORPORATION - SYSTEMATIC INTERNALISER,WSIN,WSIN,WWW.WESTPAC.COM.AU/ABOUT-WESTPAC/GLOBAL-LOCATIONS/WESTPAC-UK/
642b0b9287b340e987cb7d33,DE,BERENBERG FX - SYSTEMATIC INTERNALISER,BGFX,BGSI,WWW.BERENBERG.COM
642b0b9287b340e987cb7d5a,DE,BERENBERG FIXED INCOME - SYSTEMATIC INTERNALISER,BGFI,BGSI,WWW.BERENBERG.COM
642b0b9287b340e987cb7d7f,AT,SALZBURGER LANDES-HYPOTHEKENBANK,SLHB,SLHB,WWW.HYPOSALZBURG.AT
642b0b9287b340e987cb7db0,CY,SIB CYPRUS LTD - SYSTEMATIC INTERNALISER,SIBC,SIBC,WWW.SIB.COM.CY
642b0b9287b340e987cb7dd9,GB,WEL - SYSTEMATIC INTERNALISER,WELN,WELN,WWW.WESTPAC.COM.AU/ABOUT-WESTPAC/GLOBAL-LOCATIONS/WESTPAC-UK/
642b0b9287b340e987cb7dfb,GB,BANK OF MONTREAL - LONDON BRANCH - SYSTEMATIC INTERNALISER,BMLB,BMLB,WWW.BMOCM.COM
642b0b9287b340e987cb7e45,US,WELLS FARGO LIQUIDITY CROSS ATS,WELX,WELX,WWW.WELLSFARGO.COM
642b0b9287b340e987cb7e6f,SE,SPOTLIGHT STOCK MARKET AB,XSAT,XSAT,WWW.SPOTLIGHTSTOCKMARKET.COM
642b0b9287b340e987cb7e8e,HK,BANK OF AMERICA MERRILL LYNCH EQUITY SWAP - INTERNAL PRICE SOURCE,BAIP,BAIP,WWW.BOFAML.COM
642b0b9287b340e987cb7eba,HK,BANK OF AMERICA MERRILL LYNCH EQUITY SWAP - EXTERNAL PRICE SOURCE,BAEP,BAIP,WWW.BOFAML.COM
642b0b9387b340e987cb7ee3,IE,J AND E DAVY - IRISH GOVERNMENT BOND - SYSTEMATIC INTERNALISER,DAVY,DAVY,WWW.DAVY.IE
642b0b9387b340e987cb7f05,GB,ICAP ENERGY LTD OTF - EUROPEAN COMMODITIES AND ENERGY DERIVATIVES,IECE,ICEO,WWW.TICAP.COM
642b0b9387b340e987cb7f2d,GB,ICAP MTF - COMMODITIES,IMCM,ICPM,WWW.TPICAP.COM
642b0b9387b340e987cb7f54,GB,ICAP MTF - CREDIT DERIVATIVES,IMCD,ICPM,WWW.TPICAP.COM
642b0b9387b340e987cb7f7c,DE,LIGA BANK EG - SYSTEMATIC INTERNALISER,LIGA,LIGA,WWW.LIGABANK.DE
642b0b9387b340e987cb7fbc,PL,MBANK S.A. - SYSTEMATIC INTERNALISER,MBPL,MBPL,WWW.MBANK.PL
642b0b9387b340e987cb7fe2,GB,TULLETT PREBON EUROPE -  MTF - GOVERNMENT BONDS - UK GILTS,TEMG,TPEL,WWW.TPICAP.COM
642b0b9387b340e987cb8014,GB,TULLETT PREBON EUROPE - OTF - PREBON FX DERIVATIVES,TEOF,TPEO,WWW.TPICAP.COM
642b0b9387b340e987cb8032,ES,TULLETT PREBON EUROPE - OTF - MADRID - CORPORATE BONDS AND SECURITISED DEBT,TOMF,TPES,WWW.TPICAP.COM
642b0b9387b340e987cb8056,FR,TULLETT PREBON EUROPE - OTF - PARIS - GOVERNMENT BONDS - EXCLUDING GILTS,TEPG,TPFR,WWW.TPICAP.COM
642b0b9387b340e987cb8087,FR,TULLETT PREBON EUROPE - OTF - PARIS - FX DERIVATIVES,TEPX,TPFR,WWW.TPICAP.COM
642b0b9387b340e987cb80a9,FR,TULLETT PREBON EUROPE - OTF - PARIS - REPOS,TEPR,TPFR,WWW.TPICAP.COM
642b0b9387b340e987cb80cc,FR,TULLETT PREBON EUROPE - OTF - PARIS - MONEY MARKET INSTRUMENTS,TEPM,TPFR,WWW.TPICAP.COM
642b0b9387b340e987cb80e0,FR,TULLETT PREBON EUROPE - OTF - PARIS,TPFR,TPFR,WWW.TPICAP.COM
642b0b9387b340e987cb810b,FR,TULLETT PREBON EUROPE - OTF - PARIS - INTEREST RATE DERIVATIVES,TEPI,TPFR,WWW.TPICAP.COM
642b0b9387b340e987cb8143,GB,TULLETT PREBON - INSTITUTIONAL SERVICES - MIREXA - OTF - CORPORATE BONDS AND SECURITISED DEBT,TPMF,TPIS,WWW.TPICAP.COM
642b0b9387b340e987cb8160,GB,TULLETT PREBON - INSTITUTIONAL SERVICES - TPSYNREX - OTF - CORPORATE BONDS AND SECURITISED DEBT,TPSY,TPIS,WWW.TPICAP.COM
642b0b9387b340e987cb8176,GB,TULLETT PREBON SECURITIES - MTF - GOVERNMENT BONDS - UK GILTS,TSUK,TPSL,WWW.TPICAP.COM
642b0b9387b340e987cb8196,GB,TULLETT PREBON SECURITIES - MTF - CREDIT DERIVATIVES,TSMC,TPSL,WWW.TPICAP.COM
642b0b9487b340e987cb81b3,GB,TULLETT PREBON SECURITIES - MTF - GOVERNMENT BONDS EXCLUDING UK GILTS,TSMG,TPSL,WWW.TPICAP.COM
642b0b9487b340e987cb81d4,GB,TULLETT PREBON SECURITIES - MTF - MONEY MARKET INSTRUMENTS,TSMI,TPSL,WWW.TPICAP.COM
642b0b9487b340e987cb81f6,GB,TULLETT PREBON SECURITIES - MTF - CORPORATE BONDS AND SECURITISED DEBT,TSMB,TPSL,WWW.TPICAP.COM
642b0b9487b340e987cb8218,US,"WELLS FARGO SECURITIES, LLC - CASH EQUITIES",WELS,WELS,WWW.WELLSFARGO.COM/COM/SECURITIES/MARKETS/
642b0b9487b340e987cb823a,GB,COMMONWEALTH BANK OF AUSTRALIA - LONDON BRANCH - SYSTEMATIC INTERNALISER,CBAL,CBAL,WWW.COMMBANK.COM.AU/ABOUT-US/OUR-COMPANY/INTERNATIONAL-BRANCHES/EUROPE.HTML
642b0b9487b340e987cb826b,GB,ICAP ENERGY,ICEN,ICAP,WWW.ICAPENERGY.COM
642b0b9487b340e987cb828d,US,SEED DIGITAL SECURITIES MARKET,SCXA,SCXO,WWW.SEEDCX.COM
642b0b9487b340e987cb82aa,PL,ALIOR BANK - SYSTEMATIC INTERNALISER,SIAB,SIAB,WWW.ALIORBANK.PL
642b0b9487b340e987cb82c6,AT,BKS BANK AG - SYSTEMATIC INTERNALISER,BKSK,BKSK,WWW.BKS.AT
642b0b9487b340e987cb82df,FR,CREDIT INDUSTRIEL ET COMMERCIAL - SYSTEMATIC INTERNALISER,CMCI,CMCI,WWW.CIC.FR
642b0b9487b340e987cb82f9,DE,"MIZUHO BANK, LTD. DUESSELDORF BRANCH - SYSTEMATIC INTERNALISER",MHBD,MHBD,WWW.MIZUHO-EMEA.COM
642b0b9487b340e987cb8319,CH,CREDIT SUISSE AG - OHS,CSOT,CSAG,WWW.CREDIT-SUISSE.COM
642b0b9487b340e987cb833a,GB,MUFG SECURITIES EMEA PLC - SYSTEMATIC INTERNALISER,MUSE,MUSE,WWW.MUFGEMEA.COM
642b0b9487b340e987cb8354,GB,NAB EUROPE LIMITED - SYSTEMATIC INTERNALISER - FIXED INCOME SECURITIES,NABU,NABE,WWW.NAB.COM.AU
642b0b9487b340e987cb8390,GB,NAB EUROPE LIMITED - SYSTEMATIC INTERNALISER,NABE,NABE,WWW.NAB.COM.AU
642b0b9487b340e987cb83c1,GB,NATIONAL AUSTRALIA BANK - FX DERIVATIVES AND FIXED INCOME SECURITIES - SYSTEMATIC INTERNALISER,NABA,NABL,WWW.NAB.COM.AU
642b0b9487b340e987cb83e5,NL,ABN AMRO BANK NV - SYSTEMATIC INTERNALISER,ABNA,ABNA,WWW.ABNAMRO.COM
642b0b9487b340e987cb83fd,IE,BARCLAYS BANK IRELAND PLC - SYSTEMATIC INTERNALISER,BBIS,BBIE,WWW.BARCLAYS.IE
642b0b9487b340e987cb8424,IE,BARCLAYS BANK IRELAND PLC,BBIE,BBIE,WWW.BARCLAYS.IE
642b0b9587b340e987cb8465,HU,ERSTE BEFEKTETESI ZRT - SYSTEMATIC INTERNALISER,ERST,ERST,WWW.ERSTEBROKER.HU
642b0b9587b340e987cb8488,DE,IKB DEUTSCHE INDUSTRIEBANK AG - SYSTEMATIC INTERNALISER,IKBS,IKBS,WWW.IKB.DE
642b0b9587b340e987cb84b2,NL,TURQUOISE EUROPE,TQEX,TQEX,WWW.LSEG.COM/AREAS-EXPERTISE/OUR-MARKETS/TURQUOISE
642b0b9587b340e987cb84e8,NL,TURQUOISE EUROPE - NYLON CASH ORDER BOOK,TQEB,TQEX,WWW.LSEG.COM/AREAS-EXPERTISE/OUR-MARKETS/TURQUOISE
642b0b9587b340e987cb8539,NL,TURQUOISE EUROPE - DARK,TQEM,TQEX,WWW.LSEG.COM/AREAS-EXPERTISE/OUR-MARKETS/TURQUOISE
642b0b9587b340e987cb8579,NL,TURQUOISE EUROPE - LIT AUCTIONS,TQEA,TQEX,WWW.LSEG.COM/AREAS-EXPERTISE/OUR-MARKETS/TURQUOISE
642b0b9587b340e987cb85a8,AT,WIENER BOERSE AG - APA,APAW,APAW,WWW.WIENERBOERSE.AT
642b0b9587b340e987cb85d8,GB,NATIONAL AUSTRALIA BANK - SYSTEMATIC INTERNALISER,NABL,NABL,WWW.NAB.COM.AU
642b0b9587b340e987cb860a,AT,OBERBANK AG - SYSTEMATIC INTERNALISER,OBKL,OBKL,WWW.OBERBANK.AT
642b0b9587b340e987cb8640,JP,TRADEWEB JAPAN KK - PTS,TWJP,TWJP,WWW.TRADEWEB.COM
642b0b9587b340e987cb8675,US,HUDSON RIVER TRADING (HRT),HRTF,HRTF,WWW.HUDSON-TRADING.COM
642b0b9587b340e987cb869a,BE,SUMITOMO MITSUI BANKING CORPORATION - BRUSSELS BRANCH - SYSTEMATIC INTERNALISER,SMBB,SMBB,WWW.SMBCGROUP.COM
642b0b9587b340e987cb86d1,DE,CITIGROUP GLOBAL MARKETS EUROPE AG - SYSTEMATIC INTERNALISER,CGMD,CGMD,WWW.CITIGROUP.DE
642b0b9587b340e987cb8715,FR,EXANE DERIVATIVES - SYSTEMATIC INTERNALISER CONVERTIBLES,EXYY,EXSY,WWW.EXANE.COM
642b0b9587b340e987cb8779,FR,EXANE DERIVATIVES - SYSTEMATIC INTERNALISER OTHER BONDS,EXSF,EXSY,WWW.EXANE.COM
642b0b9587b340e987cb87c1,FR,EXANE DERIVATIVES - SYSTEMATIC INTERNALISER STRUCTURED PRODUCTS,EXSP,EXSY,WWW.EXANE.COM
642b0b9587b340e987cb8802,FR,EXANE DERIVATIVES - SYSTEMATIC INTERNALISER OTC DERIVATIVES,EXSD,EXSY,WWW.EXANE.COM
642b0b9587b340e987cb8846,FR,EXANE DERIVATIVES - SYSTEMATIC INTERNALISER CORPORATE BONDS,EXSB,EXSY,WWW.EXANE.COM
642b0b9687b340e987cb8872,FR,EXANE DERIVATIVES - SYSTEMATIC INTERNALISER SHARES,EXSH,EXSY,WWW.EXANE.COM
642b0b9687b340e987cb8893,GR,HENEX S.A.,HEMO,HEMO,WWW.ENEXGROUP.GR
642b0b9687b340e987cb88bc,NL,IMC - SYSTEMATIC INTERNALISER,IMCT,IMCT,WWW.IMC.COM
642b0b9687b340e987cb8911,GB,MET ZURICH,METZ,METZ,WWW.METZURICH.COM
642b0b9687b340e987cb8933,LU,MITSUBISHI UFJ INVESTOR SERVICES AND BANKING - SYSTEMATIC INTERNALISER,MIBL,MIBL,WWW.LU.TR.MUFG.JP
642b0b9687b340e987cb8967,GB,"MUFG BANK, LTD. - LONDON BRANCH -SYSTEMATIC INTERNALISER",MUBL,MUBL,WWW.BK.MUFG.JP
642b0b9687b340e987cb89ab,IT,"MUFG BANK, LTD. - MILANO BRANCH - SYSTEMATIC INTERNALISER",MUBM,MUBM,WWW.BK.MUFG.JP
642b0b9687b340e987cb89e0,FR,"MUFG BANK, LTD. - PARIS BRANCH - SYSTEMATIC INTERNALISER",MUBP,MUBP,WWW.BK.MUFG.JP
642b0b9687b340e987cb8a12,AT,RAIFFEISEN BANK INTERNATIONAL AG - SYSTEMATIC INTERNALISER,RBIV,RBIV,WWW.RBINTERNATIONAL.COM
642b0b9687b340e987cb8a48,GB,SUMITOMO MITSUI BANKING CORPORATION - LONDON BRANCH - SYSTEMATIC INTERNALISER,SMBG,SMBG,WWW.SMBCGROUP.COM
642b0b9687b340e987cb8a8a,GB,TURQUOISE NYLON CASH ORDER BOOK,TRQB,TRQX,WWW.TRADETURQUOISE.COM
642b0b9687b340e987cb8abe,NL,MUFG BANK (EUROPE) N.V. - SYSTEMATIC INTERNALISER,MUBE,MUBE,WWW.BK.MUFG.JP
642b0b9687b340e987cb8af2,DE,J.P. MORGAN SE - SYSTEMATIC INTERNALISER,JPEU,JPEU,WWW.JPMORGAN.COM
642b0b9687b340e987cb8b24,GB,SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED,SMBE,SMBE,WWW.SMBCGROUP.COM
642b0b9687b340e987cb8b6a,FR,SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED - PARIS BRANCH,SMBP,SMBP,WWW.SMBCGROUP.COM
642b0b9687b340e987cb8ba2,IE,LIQUIDNET EU LIMITED EQUITY MTF,LEUE,LEUE,WWW.LIQUIDNET.COM
642b0b9687b340e987cb8bdc,IE,LIQUIDNET EU LIMITED FIXED INCOME MTF,LEUF,LEUE,WWW.LIQUIDNET.COM
642b0b9687b340e987cb8c13,DE,HELABA - SYSTEMATIC INTERNALISER,HELA,HELA,WWW.HELABA.DE
642b0b9687b340e987cb8c51,DE,NOMURA EUROPE - SYSTEMATIC INTERNALISER,NESI,NESI,WWW.NOMURA.COM
642b0b9787b340e987cb8c8b,PL,BANK HANDLOWY W WARSZAWIE S.A. - SYSTEMATIC INTERNALISER,BHWA,BHWA,WWW.CITIBANK.PL
642b0b9787b340e987cb8cc6,US,FINRA/NASDAQ TRF CARTERET (TRADE REPORTING FACILITY),FINN,FINR,WWW.FINRA.ORG
642b0b9787b340e987cb8d08,IT,BANCA DI ASTI - SYSTEMATIC INTERNALISER,ISBA,ISBA,WWW.BANCADIASTI.IT
642b0b9787b340e987cb8d4a,IT,BIVER BANCA - SYSTEMATIC INTERNALISER,ISBV,ISBV,WWW.BIVERBANCA.IT
642b0b9787b340e987cb8d82,BE,KBC BANK NV  GROUP MARKETS - SYSTEMATIC INTERNALISER,KBCB,KBCB,WWW.KBC.COM
642b0b9787b340e987cb8dbc,GB,MACQUARIE BANK INTERNATIONAL LIMITED - SYSTEMATIC INTERNALISER,MAQI,MAQI,WWW.MACQUARIE.COM/UK
642b0b9787b340e987cb8e06,GB,"MACQUARIE BANK LIMITED, LONDON BRANCH - SYSTEMATIC INTERNALISER",MAQU,MAQU,WWW.MACQUARIE.COM/UK
